id,superhero_name,real_name,publisher,alignment,gender,race,occupation,intelligence,strength,speed,durability,power,combat,image_url,api_url
632,Starfire,Koriand'r,DC Comics,good,Female,Tamaranean,Model,50,80,33,85,59,70,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg,https://akabab.github.io/superhero-api/api/id/632.json
633,Stargirl,Courtney Whitmore,DC Comics,good,Female,Human,-,63,80,25,90,87,55,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg,https://akabab.github.io/superhero-api/api/id/633.json
634,Static,Virgil Hawkins,DC Comics,good,Male,Mutant,Student,69,8,42,50,90,40,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg,https://akabab.github.io/superhero-api/api/id/634.json
635,Steel,John Henry Irons,DC Comics,good,Male,null,"Weapons designer, former steelworker",81,82,53,90,64,64,https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg,https://akabab.github.io/superhero-api/api/id/635.json
636,Stephanie Powell,Stephanie Powell,ABC Studios,good,Female,null,Executive Vice President of Research at Global Tech,69,10,54,10,24,10,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg,https://akabab.github.io/superhero-api/api/id/636.json
637,Steppenwolf,,DC Comics,bad,Male,New God,-,94,100,83,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg,https://akabab.github.io/superhero-api/api/id/637.json
638,Storm,Ororo Munroe,Marvel Comics,good,Female,Mutant,Adventurer,75,10,47,30,88,75,https://www.superherodb.com/pictures2/portraits/10/100/135.jpg,https://akabab.github.io/superhero-api/api/id/638.json
639,Stormtrooper,,George Lucas,bad,Male,Human,-,10,8,8,15,5,20,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg,https://akabab.github.io/superhero-api/api/id/639.json
640,Sunspot,Roberto DaCosta,Marvel Comics,good,Male,Mutant,"Adventurer, businessman",63,63,35,25,90,70,https://www.superherodb.com/pictures2/portraits/10/100/138.jpg,https://akabab.github.io/superhero-api/api/id/640.json
641,Superboy,Kon-El / Conner Kent,DC Comics,good,Male,null,-,75,95,83,90,95,60,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg,https://akabab.github.io/superhero-api/api/id/641.json
642,Superboy-Prime,Kal-El,DC Comics,bad,Male,Kryptonian,-,94,100,100,100,100,85,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg,https://akabab.github.io/superhero-api/api/id/642.json
643,Supergirl,Kara Zor-El,DC Comics,good,Female,Kryptonian,"Intern, Adventurer, Student, Crime-Fighter",94,100,100,100,100,75,https://www.superherodb.com/pictures2/portraits/10/100/790.jpg,https://akabab.github.io/superhero-api/api/id/643.json
644,Superman,Clark Kent,Superman Prime One-Million,good,Male,Kryptonian,Reporter for the Daily Planet and novelist,94,100,100,100,100,85,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg,https://akabab.github.io/superhero-api/api/id/644.json
645,Swamp Thing,Alec Holland,DC Comics,bad,Male,God / Eternal,"Planet Elemental, former Biochemist",88,95,25,100,100,55,https://www.superherodb.com/pictures2/portraits/10/100/792.jpg,https://akabab.github.io/superhero-api/api/id/645.json
646,Swarm,Fritz von Meyer,Marvel Comics,bad,Male,Mutant,Ph.D. in toxicology & entomology,75,18,50,90,38,35,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg,https://akabab.github.io/superhero-api/api/id/646.json
647,Sylar,Gabriel Gray,NBC - Heroes,bad,Male,null,Timepiece restorer,75,10,12,28,91,56,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg,https://akabab.github.io/superhero-api/api/id/647.json
648,Synch,Everett Thomas,Marvel Comics,good,Male,null,Student,75,67,23,28,74,56,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg,https://akabab.github.io/superhero-api/api/id/648.json
649,T-1000,Cyberdyne Systems Series 1000 Terminator,Dark Horse Comics,bad,Male,Android,-,75,34,33,100,100,75,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg,https://akabab.github.io/superhero-api/api/id/649.json
650,T-800,Cyberdyne Systems Series 800 Terminator Model 101,Dark Horse Comics,bad,Male,Cyborg,Assassin,75,34,17,60,73,65,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg,https://akabab.github.io/superhero-api/api/id/650.json
651,T-850,Cyberdyne Systems Series 850 Terminator,Dark Horse Comics,bad,Male,Cyborg,Assassin,75,80,25,90,83,75,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg,https://akabab.github.io/superhero-api/api/id/651.json
652,T-X,Cyberdyne Systems Series X Terminator,Dark Horse Comics,bad,Female,Cyborg,Assassin / Genesis Overseer,75,63,29,85,100,80,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg,https://akabab.github.io/superhero-api/api/id/652.json
653,Taskmaster,Tony Masters,Marvel Comics,bad,Male,Human,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp",75,12,50,20,63,100,https://www.superherodb.com/pictures2/portraits/10/100/21.jpg,https://akabab.github.io/superhero-api/api/id/653.json
654,Tempest,Angel Salvadore Bohusk,Angel Salvadore,good,Female,null,-,38,10,45,28,66,60,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg,https://akabab.github.io/superhero-api/api/id/654.json
655,Thanos,Thanos,Marvel Comics,bad,Male,Eternal,"Conqueror, worshiper of Death",100,100,33,100,100,80,https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg,https://akabab.github.io/superhero-api/api/id/655.json
656,The Cape,Vince Faraday,null,good,Male,null,-,38,10,23,32,22,64,https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg,https://akabab.github.io/superhero-api/api/id/656.json
657,The Comedian,Edward Morgen Blake,DC Comics,neutral,Male,Human,Former Adventurer; Government Agent,63,14,17,10,12,80,https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg,https://akabab.github.io/superhero-api/api/id/657.json
658,Thing,Ben Grimm,Marvel Comics,good,Male,Human / Radiation,"Adventurer, former Air Force test pilot",75,84,21,100,38,80,https://www.superherodb.com/pictures2/portraits/10/100/139.jpg,https://akabab.github.io/superhero-api/api/id/658.json
659,Thor,Thor Odinson,Rune King Thor,good,Male,Asgardian,King of Asgard; formerly EMS Technician; Physician,69,100,83,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/140.jpg,https://akabab.github.io/superhero-api/api/id/659.json
660,Thor Girl,Tarene,Marvel Comics,good,Female,Asgardian,-,75,83,70,84,100,70,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg,https://akabab.github.io/superhero-api/api/id/660.json
661,Thunderbird,John Proudstar,Marvel Comics,good,Male,null,"Former adventurer, student, Marine",50,32,27,32,13,70,https://www.superherodb.com/pictures2/portraits/10/100/611.jpg,https://akabab.github.io/superhero-api/api/id/661.json
662,Thunderbird II,James Proudstar,Warpath,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg,https://akabab.github.io/superhero-api/api/id/662.json
663,Thunderbird III,Neal Shaara,Marvel Comics,good,Male,null,Adventurer,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/141.jpg,https://akabab.github.io/superhero-api/api/id/663.json
664,Thunderstrike,Eric Kevin Masterson,Marvel Comics,good,Male,null,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",63,80,70,84,42,72,https://www.superherodb.com/pictures2/portraits/10/100/177.jpg,https://akabab.github.io/superhero-api/api/id/664.json
665,Thundra,Thundra,Marvel Comics,good,Female,null,"Ruler, warrior",38,81,32,64,26,54,https://www.superherodb.com/pictures2/portraits/10/100/508.jpg,https://akabab.github.io/superhero-api/api/id/665.json
666,Tiger Shark,Todd Arliss,Marvel Comics,bad,Male,Human,-,38,72,46,70,51,28,https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg,https://akabab.github.io/superhero-api/api/id/666.json
667,Tigra,Greer Grant Nelson,Marvel Comics,good,Female,null,"Laboratory assistant, model, adventurer, NYC police",63,32,53,38,33,90,https://www.superherodb.com/pictures2/portraits/10/100/42.jpg,https://akabab.github.io/superhero-api/api/id/667.json
668,Tinkerer,Phineas Mason,Marvel Comics,bad,Male,null,Inventor and technician serving the underworld,100,10,23,14,10,14,https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg,https://akabab.github.io/superhero-api/api/id/668.json
669,Titan,,HarperCollins,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg,https://akabab.github.io/superhero-api/api/id/669.json
670,Toad,Mortimer Toynbee,Marvel Comics,neutral,Male,Mutant,Former criminal,50,34,58,56,70,28,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg,https://akabab.github.io/superhero-api/api/id/670.json
671,Toxin,Patrick Mulligan,Marvel Comics,good,Male,Symbiote,Police officer,56,73,70,84,82,70,https://www.superherodb.com/pictures2/portraits/10/100/848.jpg,https://akabab.github.io/superhero-api/api/id/671.json
672,Toxin,Eddie Brock,Anti-Venom,good,Male,Symbiote,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe",75,80,42,85,97,70,https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg,https://akabab.github.io/superhero-api/api/id/672.json
673,Tracy Strauss,Tracy Strauss,NBC - Heroes,good,Female,null,"Former aide to Senator Nathan Petrelli, Former Pinehearst consultant, former political adviser to Governor Robert Malden",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg,https://akabab.github.io/superhero-api/api/id/673.json
674,Trickster,Giovanni Giuseppe,DC Comics,-,Male,Human,"Special effects designer, con artist",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg,https://akabab.github.io/superhero-api/api/id/674.json
675,Trigon,,DC Comics,bad,Male,God / Eternal,-,null,99,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg,https://akabab.github.io/superhero-api/api/id/675.json
676,Triplicate Girl,Luornu Durgo,DC Comics,good,Female,null,-,63,10,23,42,44,42,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg,https://akabab.github.io/superhero-api/api/id/676.json
677,Triton,Triton,Marvel Comics,good,Male,Inhuman,-,56,63,50,65,35,55,https://www.superherodb.com/pictures2/portraits/10/100/513.jpg,https://akabab.github.io/superhero-api/api/id/677.json
678,Two-Face,Harvey Dent,DC Comics,bad,Male,null,Reformed criminal; former district attorney,88,10,12,14,9,28,https://www.superherodb.com/pictures2/portraits/10/100/802.jpg,https://akabab.github.io/superhero-api/api/id/678.json
679,Ultragirl,Tsu-Zana,Marvel Comics,good,Female,null,Model,50,80,35,70,35,80,https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg,https://akabab.github.io/superhero-api/api/id/679.json
680,Ultron,Ultron,Marvel Comics,bad,Male,Android,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",88,83,42,100,100,64,https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg,https://akabab.github.io/superhero-api/api/id/680.json
681,Utgard-Loki,,Marvel Comics,bad,Male,Frost Giant,Monarch,50,80,23,84,85,64,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg,https://akabab.github.io/superhero-api/api/id/681.json
682,Vagabond,Priscilla Lyons,Marvel Comics,good,Female,null,Adventurer,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/145.jpg,https://akabab.github.io/superhero-api/api/id/682.json
683,Valerie Hart,,Team Epic TV,good,Female,null,"Vigilante, Superhero",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg,https://akabab.github.io/superhero-api/api/id/683.json
684,Valkyrie,Brunnhilde (also spelled Brunnhilda),Marvel Comics,good,Female,null,"Chooser of the Slain, Adventurer",null,94,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/147.jpg,https://akabab.github.io/superhero-api/api/id/684.json
685,Vanisher,,Marvel Comics,bad,Male,null,"Professional criminal, former subversive",63,10,75,56,61,42,https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg,https://akabab.github.io/superhero-api/api/id/685.json
686,Vegeta,Vegeta,Shueisha,bad,Male,Saiyan,-,81,100,92,95,100,100,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg,https://akabab.github.io/superhero-api/api/id/686.json
687,Venom,Eddie Brock,Anti-Venom,bad,Male,Symbiote,"Vigilante; former journalist for the Daily Globe, government operative",75,57,65,84,86,84,https://www.superherodb.com/pictures2/portraits/10/100/22.jpg,https://akabab.github.io/superhero-api/api/id/687.json
688,Venom II,Angelo Fortunato,Marvel Comics,bad,Male,null,-,50,57,47,70,54,56,https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg,https://akabab.github.io/superhero-api/api/id/688.json
689,Venom III,MacDonald Gargan,Scorpion,bad,Male,Symbiote,"Government operative; former professional criminal, private eye",63,73,35,90,73,56,https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg,https://akabab.github.io/superhero-api/api/id/689.json
690,Venompool,Wade Wilson,Deadpool,-,Male,Symbiote,Conqueror; Adventurer,69,57,63,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg,https://akabab.github.io/superhero-api/api/id/690.json
691,Vertigo II,-,Blaquesmith,good,Female,null,Assassin,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg,https://akabab.github.io/superhero-api/api/id/691.json
692,Vibe,Cisco Ramon,DC Comics,good,Male,Human,-,50,10,17,30,99,30,https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg,https://akabab.github.io/superhero-api/api/id/692.json
693,Vindicator,Heather Hudson,Vindicator II,good,Female,Human,"former secretary, researcher",63,63,53,64,58,70,https://www.superherodb.com/pictures2/portraits/10/100/150.jpg,https://akabab.github.io/superhero-api/api/id/693.json
694,Vindicator,Dr. James McDonald Hudson,Marvel Comics,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg,https://akabab.github.io/superhero-api/api/id/694.json
695,Violator,,Image Comics,bad,Male,null,-,null,53,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg,https://akabab.github.io/superhero-api/api/id/695.json
696,Violet Parr,Violet Parr,Dark Horse Comics,good,Female,Human,-,56,9,13,50,79,15,https://www.superherodb.com/pictures2/portraits/10/100/825.jpg,https://akabab.github.io/superhero-api/api/id/696.json
697,Vision,Vision,Anti-Vision,good,Male,Android,-,100,72,54,95,100,70,https://www.superherodb.com/pictures2/portraits/10/100/532.jpg,https://akabab.github.io/superhero-api/api/id/697.json
698,Vision II,Vision,Anti-Vision,good,-,null,Adventurer,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg,https://akabab.github.io/superhero-api/api/id/698.json
699,Vixen,Mari McCabe,DC Comics,good,Female,Human,Former Model,50,38,50,50,62,25,https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg,https://akabab.github.io/superhero-api/api/id/699.json
700,Vulcan,Gabriel Summers,Marvel Comics,good,Male,null,-,null,56,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/854.jpg,https://akabab.github.io/superhero-api/api/id/700.json
701,Vulture,Adrian Toomes,Marvel Comics,bad,Male,Human,Professional criminal; formerly electronics engineer,75,22,42,25,26,30,https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg,https://akabab.github.io/superhero-api/api/id/701.json
702,Walrus,Hubert Carpent,Marvel Comics,bad,Male,Human,Cab driver,50,28,8,50,11,20,https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg,https://akabab.github.io/superhero-api/api/id/702.json
703,War Machine,James Rupert Rhodes,Marvel Comics,good,Male,Human,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",63,80,63,100,100,85,https://www.superherodb.com/pictures2/portraits/10/100/536.jpg,https://akabab.github.io/superhero-api/api/id/703.json
704,Warbird,Carol Danvers,Binary,good,Female,null,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/153.jpg,https://akabab.github.io/superhero-api/api/id/704.json
705,Warlock,Adam Warlock,Marvel Comics,good,Male,null,"Avenger, savior of worlds",88,36,79,95,71,95,https://www.superherodb.com/pictures2/portraits/10/100/154.jpg,https://akabab.github.io/superhero-api/api/id/705.json
706,Warp,Emil LaSalle,DC Comics,bad,Male,null,-,38,10,23,28,85,50,https://www.superherodb.com/pictures2/portraits/10/100/1353.jpg,https://akabab.github.io/superhero-api/api/id/706.json
707,Warpath,James Proudstar,Thunderbird II,good,Male,Mutant,Adventurer,38,72,47,70,26,84,https://www.superherodb.com/pictures2/portraits/10/100/541.jpg,https://akabab.github.io/superhero-api/api/id/707.json
708,Wasp,Janet Van Dyne,Marvel Comics,good,Female,Human,"Adventurer, fashion designer, independently wealthy socialite",63,17,58,52,29,42,https://www.superherodb.com/pictures2/portraits/10/100/155.jpg,https://akabab.github.io/superhero-api/api/id/708.json
709,Watcher,Uatu,Marvel Comics,good,Male,null,-,100,80,67,89,100,56,https://www.superherodb.com/pictures2/portraits/10/100/516.jpg,https://akabab.github.io/superhero-api/api/id/709.json
710,Weapon XI,Weapon XI,Marvel Comics,bad,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1318.jpg,https://akabab.github.io/superhero-api/api/id/710.json
711,White Canary,,DC Comics,bad,Female,Human,-,63,7,33,15,49,90,https://www.superherodb.com/pictures2/portraits/10/100/10542.jpg,https://akabab.github.io/superhero-api/api/id/711.json
712,White Queen,Emma Grace Frost,Marvel Comics,good,Female,null,"Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/157.jpg,https://akabab.github.io/superhero-api/api/id/712.json
713,Wildfire,Drake Burroughs,DC Comics,good,Male,null,-,50,32,23,100,77,42,https://www.superherodb.com/pictures2/portraits/10/100/1186.jpg,https://akabab.github.io/superhero-api/api/id/713.json
714,Winter Soldier,Bucky Barnes,Marvel Comics,good,Male,Human,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",56,32,35,65,60,84,https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg,https://akabab.github.io/superhero-api/api/id/714.json
715,Wiz Kid,Takashi Matsuya,Marvel Comics,good,-,null,Student,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/159.jpg,https://akabab.github.io/superhero-api/api/id/715.json
716,Wolfsbane,Rahne Sinclair,Marvel Comics,good,Female,null,Teacher,38,16,35,42,26,42,https://www.superherodb.com/pictures2/portraits/10/100/160.jpg,https://akabab.github.io/superhero-api/api/id/716.json
717,Wolverine,Logan,Marvel Comics,good,Male,Mutant,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner",63,32,50,100,89,100,https://www.superherodb.com/pictures2/portraits/10/100/161.jpg,https://akabab.github.io/superhero-api/api/id/717.json
718,Wonder Girl,Cassandra Elizabeth Sandsmark,DC Comics,good,Female,Demi-God,-,75,90,25,80,39,60,https://www.superherodb.com/pictures2/portraits/10/100/1497.jpg,https://akabab.github.io/superhero-api/api/id/718.json
719,Wonder Man,Simon Williams,Marvel Comics,good,Male,null,"Former industrialist, now stuntman, actor, adventurer",75,100,53,90,64,64,https://www.superherodb.com/pictures2/portraits/10/100/162.jpg,https://akabab.github.io/superhero-api/api/id/719.json
720,Wonder Woman,Diana Prince,DC Comics,good,Female,Amazon,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",88,100,79,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/807.jpg,https://akabab.github.io/superhero-api/api/id/720.json
721,Wondra,,Marvel Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1290.jpg,https://akabab.github.io/superhero-api/api/id/721.json
722,Wyatt Wingfoot,Wyatt Wingfoot,Marvel Comics,good,Male,null,Occasional adventurer,10,10,12,1,1,56,https://www.superherodb.com/pictures2/portraits/10/100/164.jpg,https://akabab.github.io/superhero-api/api/id/722.json
723,X-23,Laura Kinney,Marvel Comics,good,Female,Mutant / Clone,"Adventurer, Student, former; Assassin, Prostitute",75,24,42,100,55,95,https://www.superherodb.com/pictures2/portraits/10/100/565.jpg,https://akabab.github.io/superhero-api/api/id/723.json
724,X-Man,Nate Grey,Marvel Comics,good,Male,null,"Former shaman, adventurer, freedom fighter",88,53,53,95,100,84,https://www.superherodb.com/pictures2/portraits/10/100/1150.jpg,https://akabab.github.io/superhero-api/api/id/724.json
725,Yellow Claw,,Marvel Comics,bad,Male,null,Would-be conqueror,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/23.jpg,https://akabab.github.io/superhero-api/api/id/725.json
726,Yellowjacket,Hank Pym,Ant-Man,good,Male,Human,"Adventurer, Biochemist, former manager of Avengers Compound",88,10,12,28,12,14,https://www.superherodb.com/pictures2/portraits/10/100/70.jpg,https://akabab.github.io/superhero-api/api/id/726.json
727,Yellowjacket II,Rita DeMara,Marvel Comics,good,Female,Human,"Adventurer; former criminal, electronics engineer",50,10,35,28,31,28,https://www.superherodb.com/pictures2/portraits/10/100/178.jpg,https://akabab.github.io/superhero-api/api/id/727.json
728,Ymir,Ymir,Marvel Comics,good,Male,Frost Giant,-,50,100,27,100,98,28,https://www.superherodb.com/pictures2/portraits/10/100/179.jpg,https://akabab.github.io/superhero-api/api/id/728.json
729,Yoda,Yoda,George Lucas,good,Male,Yoda's species,-,88,52,33,25,100,90,https://www.superherodb.com/pictures2/portraits/10/100/10454.jpg,https://akabab.github.io/superhero-api/api/id/729.json
730,Zatanna,Zatanna Zatara,DC Comics,good,Female,Human,-,81,10,23,28,100,56,https://www.superherodb.com/pictures2/portraits/10/100/809.jpg,https://akabab.github.io/superhero-api/api/id/730.json
731,Zoom,Hunter Zolomon,DC Comics,bad,Male,null,-,50,10,100,28,100,28,https://www.superherodb.com/pictures2/portraits/10/100/1384.jpg,https://akabab.github.io/superhero-api/api/id/731.json
